id,phone_id,online,online_dummy,parent_yn,parent_dummy,gender_own,female,age_own,minage_partner,maxage_partner,height_own,minheight_partner,maxheight_partner,appearance_own,apperance_partner,appearance_own_level,apperance_partner_level,goodlooking_own,goodlooking_partner,status_own,status_own_levels,educ_own,educ_own_levels,min_educ_partner,min_educ_partner_levels
597,79772,offline,0,,0,female,1,38,,43,160,170,,,,,,0,0,divorced,2,,0,bachelors degree,3
598,4099,offline,0,,0,male,0,46,,39,179,,,good,,,,1,0,single,1,bachelors degree,3,,0
599,3715,offline,0,yes,1,female,1,29,,33,162,170,,,good,,,0,1,single,1,bachelors degree,3,bachelors degree,3
600,2708,offline,0,,0,male,0,38,,39,170,158,,good,,,,1,0,single,1,vocational,2,high school,1
601,3193,offline,0,,0,female,1,31,,39,160,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
602,5857,offline,0,,0,female,1,36,37,44,160,170,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
603,4745,offline,0,,0,female,1,39,,46,160,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
604,6848,offline,0,,0,female,1,30,,35,162,172,,,,,,0,0,single,1,phd,5,bachelors degree,3
605,5303,offline,0,,0,female,1,54,,59,155,168,,good,good,,,1,1,divorced,2,,0,,0
606,7570,offline,0,yes,1,female,1,33,,33,166,,,good,,,,1,0,single,1,,0,,0
607,4168,offline,0,yes,1,female,1,30,30,35,160,170,,good,,,,1,0,single,1,bachelors degree,3,,0
608,7977,offline,0,,0,female,1,25,26,31,160,170,,good,good,,,1,1,single,1,bachelors degree,3,high school,1
609,56582,offline,0,,0,male,0,39,25,35,175,,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
610,6602,offline,0,,0,female,1,30,,38,163,172,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
611,9135,offline,0,yes,1,female,1,35,36,41,163,170,,,,,,0,0,single,1,masters degree,4,,0
612,2229,offline,0,,0,female,1,38,39,42,164,175,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
613,6363,offline,0,,0,male,0,64,40,50,170,,,,,,,0,0,divorced,2,high school,1,,0
614,47452,offline,0,yes,1,female,1,35,,35,155,170,,,,,,0,0,divorced,2,bachelors degree,3,,0
615,8461,offline,0,yes,1,female,1,28,,32,160,170,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
616,0358,offline,0,,0,male,0,33,,29,178,162,,good,,,,1,0,single,1,bachelors degree,3,high school,1
617,9895,offline,0,,0,female,1,32,,,159,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
618,1987,offline,0,yes,1,female,1,27,,32,162,,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
619,4655,offline,0,,0,female,1,29,,33,156,165,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
620,8178,offline,0,,0,male,0,29,,28,173,163,,,,,,0,0,single,1,bachelors degree,3,,0
621,4290,offline,0,yes,1,female,1,30,,34,158,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
622,4675,offline,0,,0,male,0,41,,41,170,150,,good,,,,1,0,divorced,2,,0,,0
623,7552,offline,0,yes,1,female,1,32,,36,160,168,,,,,,0,0,single,1,masters degree,4,bachelors degree,3
624,0276,offline,0,yes,1,female,1,29,,33,162,170,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
625,5356,offline,0,,0,female,1,44,,52,158,170,,,,,,0,0,single,1,,0,,0
626,4868,offline,0,yes,1,female,1,33,,39,158,170,,,,,,0,0,single,1,masters degree,4,masters degree,4
627,1061,offline,0,,0,male,0,41,,36,174,160,,good,good,,,1,1,single,1,,0,,0
628,1591,offline,0,,0,female,1,48,50,56,158,170,,good,,,,1,0,single,1,high school,1,,0
629,9402,offline,0,yes,1,female,1,24,,29,160,170,,good,good,,,1,1,single,1,high school,1,,0
630,2811,offline,0,,0,female,1,61,,,162,170,,,,,,0,0,widowed,3,,0,,0
631,8391,offline,0,,0,female,1,64,63,68,160,170,,,,,,0,0,widowed,3,bachelors degree,3,,0
633,5818,offline,0,,0,male,0,29,,29,181,155,,,,,,0,0,single,1,,0,high school,1
634,3854,offline,0,,0,male,0,70,,64,165,155,,,,,,0,0,divorced,2,high school,1,,0
635,1290,offline,0,yes,1,female,1,35,34,43,160,168,,,,,,0,0,single,1,bachelors degree,3,,0
636,1696,offline,0,,0,female,1,31,,39,165,176,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
638,2832,offline,0,,0,male,0,29,,,170,,,,,,,0,0,single,1,,0,,0
639,6139,offline,0,yes,1,female,1,31,27,35,155,170,,,,,,0,0,single,1,bachelors degree,3,masters degree,4
640,2465,offline,0,yes,1,female,1,35,,41,163,172,,,,,,0,0,single,1,,0,,0
641,9295,offline,0,yes,1,female,1,40,,47,163,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
642,6797,offline,0,,0,female,1,66,,70,155,165,,,,,,0,0,widowed,3,,0,,0
643,0304,offline,0,yes,1,female,1,37,,44,158,170,,good,,,,1,0,divorced,2,bachelors degree,3,bachelors degree,3
644,2059,offline,0,yes,1,female,1,38,,43,166,170,,good,good,,,1,1,single,1,bachelors degree,3,,0
645,3023,offline,0,,0,female,1,32,,39,160,168,,good,,,,1,0,single,1,masters degree,4,bachelors degree,3
646,4451,offline,0,,0,male,0,33,,,174,,,,,,,0,0,single,1,high school,1,,0
647,0649,offline,0,,0,female,1,30,30,38,161,170,,,,,,0,0,divorced,2,bachelors degree,3,bachelors degree,3
648,9582,offline,0,,0,female,1,28,29,32,169,173,,good,,,,1,0,single,1,masters degree,4,masters degree,4
649,5971,offline,0,,0,male,0,31,,27,175,,,,,,,0,0,single,1,,0,high school,1
650,7337,offline,0,yes,1,male,0,46,,40,178,160,,,,,,0,0,single,1,masters degree,4,,0
651,7877,offline,0,,0,female,1,30,,30,176,180,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
652,2963,offline,0,,0,male,0,59,,60,168,,,,,,,0,0,,,,0,,0
653,4581,offline,0,yes,1,female,1,23,,29,160,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
654,4804,offline,0,yes,1,male,0,29,,28,180,165,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
655,0490,offline,0,yes,1,male,0,36,,34,168,,,,,,,0,0,single,1,masters degree,4,bachelors degree,3
656,6698,offline,0,yes,1,male,0,37,,36,165,,,,,,,0,0,divorced,2,,0,,0
657,1135,offline,0,,0,male,0,40,,39,,,,,,,,0,0,divorced,2,bachelors degree,3,,0
658,2626,offline,0,yes,1,male,0,33,,33,170,160,,,good,,,0,1,single,1,bachelors degree,3,bachelors degree,3
659,9270,offline,0,yes,1,female,1,32,32,37,160,170,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
661,1695,offline,0,,0,female,1,34,,39,168,,,,,,,0,0,single,1,masters degree,4,,0
662,5464,offline,0,yes,1,female,1,41,,41,160,170,,,,,,0,0,single,1,masters degree,4,bachelors degree,3
663,7095,offline,0,yes,1,female,1,35,35,43,165,175,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
664,8382,offline,0,yes,1,female,1,35,35,43,165,173,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
665,3958,offline,0,yes,1,female,1,37,37,42,163,170,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
667,4576,offline,0,yes,1,male,0,37,,35,177,160,,good,good,,,1,1,single,1,bachelors degree,3,,0
668,2767,offline,0,,0,female,1,39,39,46,165,170,,good,,,,1,0,single,1,,0,,0
669,2697,offline,0,yes,1,male,0,37,29,32,170,158,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
670,5507,offline,0,yes,1,female,1,37,37,45,165,173,,good,,,,1,0,single,1,bachelors degree,3,,0
671,3331,offline,0,yes,1,female,1,27,,35,165,172,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
672,8185,offline,0,yes,1,female,1,34,34,40,157,,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
673,9271,offline,0,yes,1,female,1,37,37,42,163,172,,,,,,0,0,single,1,phd,5,masters degree,4
674,0328,offline,0,yes,1,female,1,34,,34,160,,,good,good,,,1,1,single,1,masters degree,4,bachelors degree,3
675,5729,offline,0,yes,1,female,1,43,43,51,170,175,,,,,,0,0,single,1,bachelors degree,3,,0
676,3526,offline,0,,0,female,1,41,41,49,160,,,,,,,0,0,single,1,bachelors degree,3,high school,1
677,8884,offline,0,yes,1,female,1,28,29,32,165,175,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
